"Topic#","Topic","Class","Concept ID","Type","Simulatable","Diamond (high-impact aha)","Targets misconception","Description (what the sim teaches)","Requires (prerequisites)","Required-by (unlocks)","Notes","Built in repo?"
"5","Vectors","Class 11","range_inequality","nano","Yes","","","The resultant is bounded: \|A−B\| ≤ R ≤ A+B. Maximum when parallel, minimum when antiparallel.","[resultant_formula]","—","parent: resultant_formula; built as a fuller sim (V-G7)","Yes"
"5","Vectors","Class 11","direction_of_resultant","nano","Yes","","","The resultant's direction: tan α = B sin θ / (A + B cos θ), measured from A.","[resultant_formula]","—","parent: resultant_formula; built as a fuller sim (V-G7)","Yes"
"5","Vectors","Class 11","vector_resolution","atomic","Yes","","","Splitting a vector into perpendicular components A_x = A cos θ, A_y = A sin θ; choosing axes to simplify a problem; recovering the vector by Pythagoras. The workhorse of all 2D physics.","[unit_vector, angle_between_vectors]","[inclined_plane_components, negative_components, unit_vector_form, dot_product, position_frame_of_reference_atomic(T6), sign_convention_1d_atomic(T6), vector_kinematics_2d_atomic(T7), projectile_decoupling_atomic(T8), free_body_diagram(T11), magnetic_force_direction_right_hand_rule(T36), antenna_range_formula(T50)]","V-G5; alias target of legacy `vector_components`; **the most-required concept in the whole catalog**","Yes"
"5","Vectors","Class 11","inclined_plane_components","nano","Yes","","","Resolving weight on a slope: mg sin θ along the incline, mg cos θ perpendicular. The canonical resolution application.","[vector_resolution]","[block_on_incline(T11), friction_block_on_inclined_plane(T12)]","parent: vector_resolution; built as a fuller sim (V-G7)","Yes"
"5","Vectors","Class 11","negative_components","nano","Yes","","","Components carry signs that track direction (e.g. a vector in the 2nd quadrant has negative x-component); sign ≠ size.","[vector_resolution]","—","parent: vector_resolution; sign-discipline scaffold (V-G7)","Yes"
"5","Vectors","Class 11","unit_vector_form","atomic","Yes","","","Writing a vector in î, ĵ, k̂ form: A = A_x î + A_y ĵ + A_z k̂. The algebraic representation behind component addition and products.","[unit_vector, vector_resolution]","[dot_product]","the algebra form of resolution","Yes"
"5","Vectors","Class 11","dot_product","atomic","Yes","","","Scalar product A·B = \|A\|\|B\| cos θ = A_x B_x + A_y B_y + A_z B_z. Geometric meaning (projection/overlap); zero ⇔ perpendicular.","[vector_resolution, angle_between_vectors]","[work_done_by_constant_force(T13)]","gateway to work, flux, power","Yes"
"6","Kinematics 1D","Class 11","position_frame_of_reference_atomic","atomic","Yes","","","A particle's location specified by coordinates relative to a chosen origin + axes. **Frame of reference** = the coordinate system + clock from which observations are made. Motion is always relative to a frame; ""absolute"" rest does not exist.","[vector_resolution_atomic(T5)]","[displacement_vs_distance_atomic, relative_velocity_1d_atomic, position_frame_of_reference_atomic(T7 2D extension)]","foundation; frame-relativity foreshadows special relativity (T-extra)",""
"6","Kinematics 1D","Class 11","origin_choice_arbitrary_nano","nano","Yes","","","Choice of origin is arbitrary — physics doesn't change. **What changes**: numerical values of x, v(if moving frame), a(if accelerating frame). **What stays the same**: relative-positions, time-intervals, accelerations between inertial frames.","[position_frame_of_reference_atomic]","—","parent; foundation of inertial-frame concept",""
"6","Kinematics 1D","Class 11","inertial_vs_noninertial_frame_nano","nano","Yes","","","**Inertial frame**: a frame in which Newton's 1st law holds (free particle moves uniformly). **Non-inertial frame**: accelerating frame (e.g., braking-car frame); pseudo-forces appear. Examples: ground-frame, train-moving-uniform-velocity = inertial; train-braking = non-inertial.","[position_frame_of_reference_atomic]","[newton_laws_atomic(T11)]","parent; bridge to T11 Newton's Laws",""
"6","Kinematics 1D","Class 11","displacement_vs_distance_atomic","atomic","Yes","YES","displacement = distance always","**Displacement** Δx = x_final − x_initial (vector in 1D = signed scalar). **Distance** = path length traversed (scalar, always ≥ 0). For round-trip: displacement = 0; distance = 2·(path length). Distance ≥ |displacement| always.","[position_frame_of_reference_atomic, sign_convention_1d_atomic]","[avg_vs_instantaneous_velocity_atomic, kinematic_equations_constant_a_atomic]","K1-G2; **Diamond candidate**; **cognitive_error_target:** ""displacement = distance always"" — round-trip animation required",""
"6","Kinematics 1D","Class 11","round_trip_displacement_zero_nano","nano","Yes","","","Bengaluru→Mumbai→Bengaluru: distance = 2 × 980 km ≈ 1960 km; displacement = 0. Tabla-player travels back-and-forth between two notes: musically meaningful path; net displacement zero. **Cognitive scaffold** distinguishing scalar accumulation from vector return.","[displacement_vs_distance_atomic]","—","parent; **Indian-context anchor**",""
"6","Kinematics 1D","Class 11","negative_displacement_meaning_nano","nano","Yes","","","Choose +x to the right. Object moves 3m right then 7m left: x_final − x_initial = (0+3−7) − 0 = −4 m. Negative displacement = position now LEFT of start. Sign carries direction.","[displacement_vs_distance_atomic, sign_convention_1d_atomic]","—","parent; sign-mechanics scaffold",""
"6","Kinematics 1D","Class 11","avg_vs_instantaneous_velocity_atomic","atomic","Yes","","v_avg = (v₁+v₂)/2 always","**Average velocity** v_avg = Δx/Δt over finite interval. **Instantaneous velocity** v = dx/dt = lim_{Δt→0} Δx/Δt. **Speed** = |v| = magnitude only (scalar). Average velocity ≠ average speed in general (round-trip: v_avg = 0 but avg speed ≠ 0).","[displacement_vs_distance_atomic, calculus_basic_derivative(math-tools)]","[acceleration_definition_atomic, kinematic_equations_constant_a_atomic, xt_vt_at_graphs_atomic]","K1-G3; **cognitive_error_target:** ""v_avg = (v₁+v₂)/2 always"" → only for constant a",""
"6","Kinematics 1D","Class 11","instantaneous_as_slope_of_xt_nano","nano","Yes","","","Geometrically: v(t) at instant t = slope of x-t graph at that point. Tangent-line construction. **CBSE/ISC physics-practical lab**: students sketch x-t curves and compute slopes at chosen instants.","[avg_vs_instantaneous_velocity_atomic, xt_vt_at_graphs_atomic]","—","parent; **education anchor**",""
"6","Kinematics 1D","Class 11","average_velocity_vs_average_speed_nano","nano","Yes","","","Mumbai-Pune Expressway: drive 150 km in 3 hr (Mumbai→Pune). Then drive back 150 km in 2 hr. **Average velocity** = (0 km displacement) / (5 hr) = 0. **Average speed** = (300 km) / (5 hr) = 60 km/hr. Two different scalars; both useful, different questions.","[avg_vs_instantaneous_velocity_atomic, displacement_vs_distance_atomic]","—","parent; **transport/Indian-Highway anchor**",""
"6","Kinematics 1D","Class 11","acceleration_definition_atomic","atomic","Yes","YES","negative a always means slowing down","**Acceleration** a = dv/dt = rate of change of velocity. Average acceleration a_avg = Δv/Δt; instantaneous a = lim_{Δt→0} Δv/Δt. **Sign carries direction**: positive a means v increasing in +x direction (if v already +); but if v is −, positive a means v becoming LESS NEGATIVE (slowing down then reversing).","[avg_vs_instantaneous_velocity_atomic, calculus_basic_derivative(math-tools)]","[kinematic_equations_constant_a_atomic, free_fall_gravity_atomic, newton_2nd_law_atomic(T11)]","K1-G4; **Diamond candidate**; **cognitive_error_target:** ""negative a always means slowing down"" → depends on sign of v",""
"6","Kinematics 1D","Class 11","sign_of_a_vs_sign_of_v_2x2_matrix_nano","nano","Yes","","","**4 cases** (with +x as positive): (a>0, v>0) → speeding up forward; (a>0, v<0) → slowing down then reversing forward; (a<0, v>0) → slowing down then reversing backward; (a<0, v<0) → speeding up backward. **Diamond-candidate animation**: 2×2 grid showing object behaviour each case.","[acceleration_definition_atomic, sign_convention_1d_atomic]","—","parent; cognitive scaffold",""
"6","Kinematics 1D","Class 11","deceleration_vs_negative_acceleration_nano","nano","Yes","","","**Deceleration** = magnitude of acceleration opposing velocity. **Negative acceleration** = a < 0 in chosen sign convention. These are NOT synonyms. A car moving left (v < 0) with brakes (a > 0): ""decelerating"" but positive a.","[acceleration_definition_atomic]","—","parent; cognitive scaffold",""
"6","Kinematics 1D","Class 11","kinematic_equations_constant_a_atomic","atomic","Yes","","memorise three formulas","When acceleration is constant: **(1) v = u + at**; **(2) s = ut + ½at²**; **(3) v² = u² + 2as**. All three derive from integrating a = constant; they are three rearrangements (one for each unknown). **Use what's given.** Also **s_n = u + ½a(2n−1)** for displacement in nth second.","[acceleration_definition_atomic, avg_vs_instantaneous_velocity_atomic, calculus_integration(math-tools)]","[free_fall_gravity_atomic, projectile_motion_atomic(T8)]","K1-G5; **cognitive_error_target:** ""memorise three formulas"" → derive from a=constant once; pick by what's given",""
"6","Kinematics 1D","Class 11","s_n_displacement_in_nth_second_nano","nano","Yes","","","Displacement during the nth second (between t=n−1 and t=n) = u + ½a(2n−1). **Common JEE/NEET problem-template**. Derive from s_n = s(n) − s(n−1) using eq.(2).","[kinematic_equations_constant_a_atomic]","—","parent; problem-pattern",""
"6","Kinematics 1D","Class 11","choice_of_equation_by_given_unknown_nano","nano","Yes","","","If given (u, a, t) → use (1) for v. If given (u, a, t) → use (2) for s. If given (u, a, s) → use (3) for v. If given (v, u, s) → use (3) for a. **Decision-tree pedagogy** rather than blind memorisation.","[kinematic_equations_constant_a_atomic]","—","parent; problem-solving scaffold",""
"6","Kinematics 1D","Class 11","xt_vt_at_graphs_atomic","atomic","Yes","YES","","Three synchronised views of same motion: **x-t graph** position vs time; **v-t graph** velocity vs time; **a-t graph** acceleration vs time. Relationships: slope of x-t = v(t); slope of v-t = a(t); area under v-t between t₁ and t₂ = Δx; area under a-t = Δv.","[avg_vs_instantaneous_velocity_atomic, acceleration_definition_atomic, calculus_integration_area_under_curve(math-tools)]","[projectile_motion_atomic(T8)]","K1-G6; **Diamond candidate**; multi-panel synchronised graph animation",""
"6","Kinematics 1D","Class 11","shape_decoder_table_nano","nano","Yes","","","x-t straight line = uniform v; x-t parabola opening up = positive a; x-t curve flattening = decelerating; v-t horizontal = zero a (uniform motion); v-t straight rising = constant positive a; v-t straight falling = constant negative a. **Cognitive scaffold**: shape ↔ physical meaning table.","[xt_vt_at_graphs_atomic]","—","parent; **CBSE/ISC physics-practical pedagogy**",""
"6","Kinematics 1D","Class 11","area_under_vt_equals_displacement_nano","nano","Yes","","","∫_{t₁}^{t₂} v(t) dt = x(t₂) − x(t₁) = Δx. Geometric interpretation: signed area under v-t curve gives signed displacement. **Negative areas** (below t-axis) = negative displacement (motion in −x direction).","[xt_vt_at_graphs_atomic, calculus_integration_area_under_curve(math-tools)]","—","parent; calculus-geometric bridge",""
"6","Kinematics 1D","Class 11","free_fall_gravity_atomic","atomic","Yes","","heavier objects fall faster","Specialisation of constant-a kinematics: a = g downward (= 9.81 m/s² near Earth surface; round to 10 for problems). Drop from rest: v = gt; s = ½gt²; v² = 2gs. Throw up with u: max-height at t = u/g; max-height = u²/(2g); time-of-flight (return to start) = 2u/g.","[kinematic_equations_constant_a_atomic, sign_convention_1d_atomic]","[projectile_motion_atomic(T8)]","K1-G7; **cognitive_error_target:** ""heavier objects fall faster"" → mandatory feather-vs-coin vacuum-tube demo",""
